pubchem_id,source,has_trials,trial_count
44241743,EU Clinical Trials Register,True,8
82146,ClinicalTrials.gov,True,32
82146,EU Clinical Trials Register,True,5
82146,NIPH Clinical Trials Search of Japan,True,6
52920501,ClinicalTrials.gov,True,62
52920501,EU Clinical Trials Register,True,3
52920501,NIPH Clinical Trials Search of Japan,True,1
135398745,ClinicalTrials.gov,True,313
135398745,EU Clinical Trials Register,True,78
135398745,NIPH Clinical Trials Search of Japan,True,35
135151360,ClinicalTrials.gov,True,1
135151360,EU Clinical Trials Register,True,1
19090,ClinicalTrials.gov,True,6
19090,EU Clinical Trials Register,True,3
12108541,EU Clinical Trials Register,True,9
4594,ClinicalTrials.gov,True,284
4594,EU Clinical Trials Register,True,64
4594,NIPH Clinical Trials Search of Japan,True,36
67517580,EU Clinical Trials Register,True,2
54677470,ClinicalTrials.gov,True,77
54677470,EU Clinical Trials Register,True,3
54677470,NIPH Clinical Trials Search of Japan,True,9
1054,ClinicalTrials.gov,True,37
1054,EU Clinical Trials Register,True,2
1054,NIPH Clinical Trials Search of Japan,True,3
6019,ClinicalTrials.gov,True,14
6019,EU Clinical Trials Register,True,4
6019,NIPH Clinical Trials Search of Japan,True,1
28061,ClinicalTrials.gov,True,5
28061,EU Clinical Trials Register,True,2
135400182,ClinicalTrials.gov,True,33
135400182,EU Clinical Trials Register,True,3
31307,ClinicalTrials.gov,True,85
31307,EU Clinical Trials Register,True,17
31307,NIPH Clinical Trials Search of Japan,True,10
68873,ClinicalTrials.gov,True,13
68873,EU Clinical Trials Register,True,24
68873,NIPH Clinical Trials Search of Japan,True,1
443872,ClinicalTrials.gov,True,96
443872,EU Clinical Trials Register,True,29
443872,NIPH Clinical Trials Search of Japan,True,24
57363,ClinicalTrials.gov,True,52
57363,EU Clinical Trials Register,True,8
57363,NIPH Clinical Trials Search of Japan,True,2
104741,ClinicalTrials.gov,True,368
104741,EU Clinical Trials Register,True,84
104741,NIPH Clinical Trials Search of Japan,True,20
10621,ClinicalTrials.gov,True,13
10621,NIPH Clinical Trials Search of Japan,True,5
441207,ClinicalTrials.gov,True,3
441207,EU Clinical Trials Register,True,2
443939,ClinicalTrials.gov,True,664
443939,EU Clinical Trials Register,True,196
443939,NIPH Clinical Trials Search of Japan,True,1
65348,ClinicalTrials.gov,True,88
65348,EU Clinical Trials Register,True,38
636362,ClinicalTrials.gov,True,9
636362,EU Clinical Trials Register,True,15
163659,ClinicalTrials.gov,True,3
6436173,ClinicalTrials.gov,True,149
6436173,EU Clinical Trials Register,True,33
6436173,NIPH Clinical Trials Search of Japan,True,10
54684461,ClinicalTrials.gov,True,17
54684461,EU Clinical Trials Register,True,9
3000226,ClinicalTrials.gov,True,6
3000226,EU Clinical Trials Register,True,12
24788740,ClinicalTrials.gov,True,54
24788740,EU Clinical Trials Register,True,19
24788740,NIPH Clinical Trials Search of Japan,True,6
6279,ClinicalTrials.gov,True,74
6279,EU Clinical Trials Register,True,10
6279,NIPH Clinical Trials Search of Japan,True,3
16923,ClinicalTrials.gov,True,4
16923,EU Clinical Trials Register,True,9
5743,ClinicalTrials.gov,True,2246
5743,EU Clinical Trials Register,True,487
5743,NIPH Clinical Trials Search of Japan,True,197
3000518,ClinicalTrials.gov,True,8
6917864,ClinicalTrials.gov,True,79
6917864,EU Clinical Trials Register,True,3
68911,ClinicalTrials.gov,True,9
5284616,ClinicalTrials.gov,True,519
5284616,EU Clinical Trials Register,True,105
5284616,NIPH Clinical Trials Search of Japan,True,30
6918289,ClinicalTrials.gov,True,188
6918289,EU Clinical Trials Register,True,45
6918289,NIPH Clinical Trials Search of Japan,True,1
6442177,ClinicalTrials.gov,True,667
6442177,EU Clinical Trials Register,True,263
6442177,NIPH Clinical Trials Search of Japan,True,23
9926791,ClinicalTrials.gov,True,180
9926791,EU Clinical Trials Register,True,56
9926791,NIPH Clinical Trials Search of Japan,True,12
10174505,ClinicalTrials.gov,True,8
10174505,EU Clinical Trials Register,True,56
24775005,ClinicalTrials.gov,True,39
24775005,EU Clinical Trials Register,True,14
25262965,ClinicalTrials.gov,True,5
25262965,EU Clinical Trials Register,True,1
118869362,ClinicalTrials.gov,True,10
118869362,EU Clinical Trials Register,True,1
32798,ClinicalTrials.gov,True,39
32798,EU Clinical Trials Register,True,27
32798,NIPH Clinical Trials Search of Japan,True,3
21800,ClinicalTrials.gov,True,18
21800,EU Clinical Trials Register,True,27
21800,NIPH Clinical Trials Search of Japan,True,1
468595,ClinicalTrials.gov,True,57
468595,EU Clinical Trials Register,True,29
16759173,ClinicalTrials.gov,True,17
16759173,EU Clinical Trials Register,True,11
16759173,NIPH Clinical Trials Search of Japan,True,1
6321424,ClinicalTrials.gov,True,151
6321424,EU Clinical Trials Register,True,24
6321424,NIPH Clinical Trials Search of Japan,True,5
60699,ClinicalTrials.gov,True,153
60699,EU Clinical Trials Register,True,41
5388983,ClinicalTrials.gov,True,59
5388983,EU Clinical Trials Register,True,19
249332,ClinicalTrials.gov,True,444
249332,EU Clinical Trials Register,True,62
249332,NIPH Clinical Trials Search of Japan,True,1
9827599,ClinicalTrials.gov,True,6
9827599,EU Clinical Trials Register,True,42
9827599,NIPH Clinical Trials Search of Japan,True,1
67501411,ClinicalTrials.gov,True,4
67501411,NIPH Clinical Trials Search of Japan,True,4
60838,ClinicalTrials.gov,True,623
60838,EU Clinical Trials Register,True,250
60838,NIPH Clinical Trials Search of Japan,True,151
74990,ClinicalTrials.gov,True,318
74990,EU Clinical Trials Register,True,106
74990,NIPH Clinical Trials Search of Japan,True,4
46926350,ClinicalTrials.gov,True,18
46926350,EU Clinical Trials Register,True,1
4829,ClinicalTrials.gov,True,361
4829,EU Clinical Trials Register,True,97
4829,NIPH Clinical Trials Search of Japan,True,61
10461508,ClinicalTrials.gov,True,23
10461508,EU Clinical Trials Register,True,6
10461508,NIPH Clinical Trials Search of Japan,True,1
5284373,ClinicalTrials.gov,True,606
5284373,EU Clinical Trials Register,True,165
5284373,NIPH Clinical Trials Search of Japan,True,30
12560,ClinicalTrials.gov,True,58
12560,EU Clinical Trials Register,True,20
12560,NIPH Clinical Trials Search of Japan,True,3
3033819,ClinicalTrials.gov,True,2
3033819,EU Clinical Trials Register,True,21
441313,ClinicalTrials.gov,True,5
441313,EU Clinical Trials Register,True,12
135398744,ClinicalTrials.gov,True,262
135398744,EU Clinical Trials Register,True,52
135398744,NIPH Clinical Trials Search of Japan,True,7
5281004,ClinicalTrials.gov,True,230
5281004,EU Clinical Trials Register,True,154
5281004,NIPH Clinical Trials Search of Japan,True,31
445639,ClinicalTrials.gov,True,8
445639,NIPH Clinical Trials Search of Japan,True,3
107969,ClinicalTrials.gov,True,25
107969,EU Clinical Trials Register,True,52
21585658,ClinicalTrials.gov,True,76
21585658,EU Clinical Trials Register,True,34
21585658,NIPH Clinical Trials Search of Japan,True,5
3034010,ClinicalTrials.gov,True,44
3034010,EU Clinical Trials Register,True,11
3034010,NIPH Clinical Trials Search of Japan,True,1
117965,ClinicalTrials.gov,True,14
117965,EU Clinical Trials Register,True,83
117965,NIPH Clinical Trials Search of Japan,True,2
4922,ClinicalTrials.gov,True,6
4922,EU Clinical Trials Register,True,2
6918111,ClinicalTrials.gov,True,6
6918111,EU Clinical Trials Register,True,82
6918111,NIPH Clinical Trials Search of Japan,True,1
16004692,ClinicalTrials.gov,True,52
16004692,EU Clinical Trials Register,True,29
16004692,NIPH Clinical Trials Search of Japan,True,6
42611257,ClinicalTrials.gov,True,133
42611257,EU Clinical Trials Register,True,44
42611257,NIPH Clinical Trials Search of Japan,True,2
6314,ClinicalTrials.gov,True,85
6314,EU Clinical Trials Register,True,43
6314,NIPH Clinical Trials Search of Japan,True,11
5329102,ClinicalTrials.gov,True,247
5329102,EU Clinical Trials Register,True,122
5329102,NIPH Clinical Trials Search of Japan,True,16
66068,EU Clinical Trials Register,True,1
10180,ClinicalTrials.gov,True,2
164726578,ClinicalTrials.gov,True,7
86705695,ClinicalTrials.gov,True,43
86705695,EU Clinical Trials Register,True,16
86705695,NIPH Clinical Trials Search of Japan,True,7
53235510,ClinicalTrials.gov,True,27
53235510,EU Clinical Trials Register,True,8
53235510,NIPH Clinical Trials Search of Japan,True,1
46220502,ClinicalTrials.gov,True,198
46220502,EU Clinical Trials Register,True,39
46220502,NIPH Clinical Trials Search of Japan,True,15
5311027,ClinicalTrials.gov,True,40
5311027,EU Clinical Trials Register,True,32
5311027,NIPH Clinical Trials Search of Japan,True,7
6918132,ClinicalTrials.gov,True,13
6918132,EU Clinical Trials Register,True,17
6918132,NIPH Clinical Trials Search of Japan,True,4
5381,ClinicalTrials.gov,True,32
5381,EU Clinical Trials Register,True,12
9915743,ClinicalTrials.gov,True,78
9915743,EU Clinical Trials Register,True,20
67307512,ClinicalTrials.gov,True,4
67307512,EU Clinical Trials Register,True,3
9887712,ClinicalTrials.gov,True,446
9887712,EU Clinical Trials Register,True,134
9887712,NIPH Clinical Trials Search of Japan,True,84
24906252,ClinicalTrials.gov,True,2
24906252,EU Clinical Trials Register,True,44
24906252,NIPH Clinical Trials Search of Japan,True,1
24199313,EU Clinical Trials Register,True,1
16124208,ClinicalTrials.gov,True,2
71420,ClinicalTrials.gov,True,6
71420,EU Clinical Trials Register,True,1
71420,NIPH Clinical Trials Search of Japan,True,1
44631912,ClinicalTrials.gov,True,146
44631912,EU Clinical Trials Register,True,42
44631912,NIPH Clinical Trials Search of Japan,True,1
2123,ClinicalTrials.gov,True,1
54680690,ClinicalTrials.gov,True,2
10184653,ClinicalTrials.gov,True,168
10184653,EU Clinical Trials Register,True,51
10184653,NIPH Clinical Trials Search of Japan,True,44
10348973,ClinicalTrials.gov,True,44
10348973,EU Clinical Trials Register,True,8
10348973,NIPH Clinical Trials Search of Japan,True,8
77995,ClinicalTrials.gov,True,11
77995,EU Clinical Trials Register,True,16
3100,ClinicalTrials.gov,True,137
3100,EU Clinical Trials Register,True,3
3100,NIPH Clinical Trials Search of Japan,True,7
126941,ClinicalTrials.gov,True,1230
126941,EU Clinical Trials Register,True,248
126941,NIPH Clinical Trials Search of Japan,True,44
3045381,EU Clinical Trials Register,True,31
3045381,NIPH Clinical Trials Search of Japan,True,1
77999,ClinicalTrials.gov,True,142
77999,EU Clinical Trials Register,True,27
54676228,ClinicalTrials.gov,True,16
54676228,EU Clinical Trials Register,True,4
44582816,ClinicalTrials.gov,True,10
44582816,EU Clinical Trials Register,True,1
10288191,ClinicalTrials.gov,True,115
10288191,EU Clinical Trials Register,True,39
10288191,NIPH Clinical Trials Search of Japan,True,4
24963252,ClinicalTrials.gov,True,3
65628,ClinicalTrials.gov,True,245
65628,EU Clinical Trials Register,True,66
65628,NIPH Clinical Trials Search of Japan,True,21
110635,ClinicalTrials.gov,True,193
110635,EU Clinical Trials Register,True,47
110635,NIPH Clinical Trials Search of Japan,True,32
3081361,ClinicalTrials.gov,True,97
3081361,EU Clinical Trials Register,True,30
3081361,NIPH Clinical Trials Search of Japan,True,4
25166913,ClinicalTrials.gov,True,26
25166913,EU Clinical Trials Register,True,9
10206,ClinicalTrials.gov,True,1
10206,NIPH Clinical Trials Search of Japan,True,1
5459308,ClinicalTrials.gov,True,1
138611145,ClinicalTrials.gov,True,30
138611145,EU Clinical Trials Register,True,4
25141092,ClinicalTrials.gov,True,35
25141092,EU Clinical Trials Register,True,11
25141092,NIPH Clinical Trials Search of Japan,True,4
25145656,ClinicalTrials.gov,True,50
25145656,EU Clinical Trials Register,True,20
25145656,NIPH Clinical Trials Search of Japan,True,6
24872560,ClinicalTrials.gov,True,116
24872560,EU Clinical Trials Register,True,18
24872560,NIPH Clinical Trials Search of Japan,True,3
11167602,ClinicalTrials.gov,True,244
11167602,EU Clinical Trials Register,True,69
11167602,NIPH Clinical Trials Search of Japan,True,22
5284443,ClinicalTrials.gov,True,14
5284443,EU Clinical Trials Register,True,20
5284443,NIPH Clinical Trials Search of Japan,True,2
9931953,ClinicalTrials.gov,True,3
9931953,EU Clinical Trials Register,True,2
60606,ClinicalTrials.gov,True,501
60606,EU Clinical Trials Register,True,155
60606,NIPH Clinical Trials Search of Japan,True,54
637568,ClinicalTrials.gov,True,87
637568,EU Clinical Trials Register,True,56
157921,ClinicalTrials.gov,True,5
157921,EU Clinical Trials Register,True,25
4030,ClinicalTrials.gov,True,22
4030,EU Clinical Trials Register,True,2
5282230,ClinicalTrials.gov,True,13
5282230,EU Clinical Trials Register,True,1
5282230,NIPH Clinical Trials Search of Japan,True,15
123631,ClinicalTrials.gov,True,273
123631,EU Clinical Trials Register,True,40
123631,NIPH Clinical Trials Search of Japan,True,39
445858,NIPH Clinical Trials Search of Japan,True,4
2179,ClinicalTrials.gov,True,9
2179,EU Clinical Trials Register,True,8
71621331,ClinicalTrials.gov,True,18
71621331,EU Clinical Trials Register,True,6
71621331,NIPH Clinical Trials Search of Japan,True,6
25102846,ClinicalTrials.gov,True,41
25102846,EU Clinical Trials Register,True,43
25102846,NIPH Clinical Trials Search of Japan,True,3
5324346,ClinicalTrials.gov,True,50
5324346,EU Clinical Trials Register,True,6
5324346,NIPH Clinical Trials Search of Japan,True,7
9560989,ClinicalTrials.gov,True,6
9560989,EU Clinical Trials Register,True,5
176870,ClinicalTrials.gov,True,459
176870,EU Clinical Trials Register,True,137
176870,NIPH Clinical Trials Search of Japan,True,106
117947097,ClinicalTrials.gov,True,25
117947097,EU Clinical Trials Register,True,9
117947097,NIPH Clinical Trials Search of Japan,True,2
24776445,ClinicalTrials.gov,True,82
24776445,EU Clinical Trials Register,True,21
4495,ClinicalTrials.gov,True,6
4495,EU Clinical Trials Register,True,3
4495,NIPH Clinical Trials Search of Japan,True,1
5311180,ClinicalTrials.gov,True,16
5311180,EU Clinical Trials Register,True,2
5311180,NIPH Clinical Trials Search of Japan,True,10
2478,ClinicalTrials.gov,True,443
2478,EU Clinical Trials Register,True,48
2478,NIPH Clinical Trials Search of Japan,True,33
10114,ClinicalTrials.gov,True,5
10114,EU Clinical Trials Register,True,1
10114,NIPH Clinical Trials Search of Japan,True,1
5282451,ClinicalTrials.gov,True,4
5282451,EU Clinical Trials Register,True,12
5282451,NIPH Clinical Trials Search of Japan,True,1
441074,ClinicalTrials.gov,True,17
441074,EU Clinical Trials Register,True,1
441074,NIPH Clinical Trials Search of Japan,True,1
24997615,ClinicalTrials.gov,True,3
24997615,EU Clinical Trials Register,True,13
78357807,ClinicalTrials.gov,True,15
78357807,EU Clinical Trials Register,True,36
78357807,NIPH Clinical Trials Search of Japan,True,1
5282164,ClinicalTrials.gov,True,3
